Date/Heure,Énergie produite (Wh),Énergie consommée (Wh),Exportée vers le réseau (Wh),Importée depuis le réseau (Wh)
09/01/2024 00:00,0,157,0,157
09/01/2024 00:15,0,142,0,142
09/01/2024 00:30,0,144,0,144
09/01/2024 00:45,0,160,0,160
09/01/2024 01:00,0,260,0,260
09/01/2024 01:15,0,251,0,251
09/01/2024 01:30,0,245,0,245
09/01/2024 01:45,0,225,0,225
09/01/2024 02:00,0,235,0,235
09/01/2024 02:15,0,221,0,221
09/01/2024 02:30,0,211,0,211
09/01/2024 02:45,0,209,0,209
09/01/2024 03:00,0,215,0,215
09/01/2024 03:15,0,222,0,222
09/01/2024 03:30,0,236,0,236
09/01/2024 03:45,0,207,0,207
09/01/2024 04:00,0,155,0,155
09/01/2024 04:15,0,111,0,111
09/01/2024 04:30,0,100,0,100
09/01/2024 04:45,0,99,0,99
09/01/2024 05:00,0,99,0,99
09/01/2024 05:15,0,96,0,96
09/01/2024 05:30,0,94,0,94
09/01/2024 05:45,0,96,0,96
09/01/2024 06:00,0,117,0,117
09/01/2024 06:15,0,127,0,127
09/01/2024 06:30,0,123,0,123
09/01/2024 06:45,0,125,0,125
09/01/2024 07:00,3,98,0,95
09/01/2024 07:15,23,97,0,74
09/01/2024 07:30,44,130,0,86
09/01/2024 07:45,53,140,0,87
09/01/2024 08:00,67,140,0,73
09/01/2024 08:15,90,141,0,51
09/01/2024 08:30,648,135,513,0
09/01/2024 08:45,741,153,588,0
09/01/2024 09:00,816,278,538,0
09/01/2024 09:15,884,175,709,0
09/01/2024 09:30,928,166,762,0
09/01/2024 09:45,969,188,781,0
09/01/2024 10:00,942,247,695,0
09/01/2024 10:15,1031,555,476,0
09/01/2024 10:30,1024,902,122,0
09/01/2024 10:45,1062,1276,0,214
09/01/2024 11:00,1108,1084,24,0
09/01/2024 11:15,1120,799,321,0
09/01/2024 11:30,1100,353,747,0
09/01/2024 11:45,1142,346,796,0
09/01/2024 12:00,1160,411,749,0
09/01/2024 12:15,1080,1110,0,30
09/01/2024 12:30,854,596,258,0
09/01/2024 12:45,727,678,49,0
09/01/2024 13:00,903,700,203,0
09/01/2024 13:15,1011,486,525,0
09/01/2024 13:30,1006,392,614,0
09/01/2024 13:45,948,410,538,0
09/01/2024 14:00,909,368,541,0
09/01/2024 14:15,854,349,505,0
09/01/2024 14:30,809,369,440,0
09/01/2024 14:45,755,442,313,0
09/01/2024 15:00,730,438,292,0
09/01/2024 15:15,666,456,210,0
09/01/2024 15:30,449,495,0,46
09/01/2024 15:45,495,502,0,7
09/01/2024 16:00,579,496,83,0
09/01/2024 16:15,284,440,0,156
09/01/2024 16:30,234,562,0,328
09/01/2024 16:45,99,683,0,584
09/01/2024 17:00,29,600,0,571
09/01/2024 17:15,35,1012,0,977
09/01/2024 17:30,50,414,0,364
09/01/2024 17:45,51,307,0,256
09/01/2024 18:00,28,285,0,257
09/01/2024 18:15,20,272,0,252
09/01/2024 18:30,31,555,0,524
09/01/2024 18:45,56,274,0,218
09/01/2024 19:00,26,262,0,236
09/01/2024 19:15,13,1036,0,1023
09/01/2024 19:30,9,1482,0,1473
09/01/2024 19:45,3,1019,0,1016
09/01/2024 20:00,0,688,0,688
09/01/2024 20:15,0,204,0,204
09/01/2024 20:30,0,236,0,236
09/01/2024 20:45,0,221,0,221
09/01/2024 21:00,0,198,0,198
09/01/2024 21:15,0,200,0,200
09/01/2024 21:30,0,212,0,212
09/01/2024 21:45,0,192,0,192
09/01/2024 22:00,0,145,0,145
09/01/2024 22:15,0,166,0,166
09/01/2024 22:30,0,162,0,162
09/01/2024 22:45,0,171,0,171
09/01/2024 23:00,0,172,0,172
09/01/2024 23:15,0,164,0,164
09/01/2024 23:30,0,168,0,168
09/01/2024 23:45,0,132,0,132
09/02/2024 00:00,0,102,0,102
09/02/2024 00:15,0,94,0,94
09/02/2024 00:30,0,92,0,92
09/02/2024 00:45,0,101,0,101
09/02/2024 01:00,0,96,0,96
09/02/2024 01:15,0,105,0,105
09/02/2024 01:30,0,133,0,133
09/02/2024 01:45,0,136,0,136
09/02/2024 02:00,0,123,0,123
09/02/2024 02:15,0,125,0,125
09/02/2024 02:30,0,113,0,113
09/02/2024 02:45,0,95,0,95
09/02/2024 03:00,0,99,0,99
09/02/2024 03:15,0,95,0,95
09/02/2024 03:30,0,103,0,103
09/02/2024 03:45,0,95,0,95
09/02/2024 04:00,0,94,0,94
09/02/2024 04:15,0,111,0,111
09/02/2024 04:30,0,130,0,130
09/02/2024 04:45,0,123,0,123
09/02/2024 05:00,0,124,0,124
09/02/2024 05:15,0,113,0,113
09/02/2024 05:30,0,101,0,101
09/02/2024 05:45,0,93,0,93
09/02/2024 06:00,0,101,0,101
09/02/2024 06:15,0,95,0,95
09/02/2024 06:30,0,99,0,99
09/02/2024 06:45,0,90,0,90
09/02/2024 07:00,0,238,0,238
09/02/2024 07:15,5,134,0,129
09/02/2024 07:30,15,176,0,161
09/02/2024 07:45,26,169,0,143
09/02/2024 08:00,31,198,0,167
09/02/2024 08:15,42,272,0,230
09/02/2024 08:30,61,169,0,108
09/02/2024 08:45,99,146,0,47
09/02/2024 09:00,129,158,0,29
09/02/2024 09:15,176,175,1,0
09/02/2024 09:30,251,145,106,0
09/02/2024 09:45,209,163,46,0
09/02/2024 10:00,633,180,453,0
09/02/2024 10:15,1129,231,898,0
09/02/2024 10:30,840,202,638,0
09/02/2024 10:45,1108,510,598,0
09/02/2024 11:00,850,369,481,0
09/02/2024 11:15,1181,186,995,0
09/02/2024 11:30,1109,476,633,0
09/02/2024 11:45,844,565,279,0
09/02/2024 12:00,1189,613,576,0
09/02/2024 12:15,1131,256,875,0
09/02/2024 12:30,1155,188,967,0
09/02/2024 12:45,1141,236,905,0
09/02/2024 13:00,1123,222,901,0
09/02/2024 13:15,1067,485,582,0
09/02/2024 13:30,1023,319,704,0
09/02/2024 13:45,998,285,713,0
09/02/2024 14:00,957,820,137,0
09/02/2024 14:15,898,348,550,0
09/02/2024 14:30,845,352,493,0
09/02/2024 14:45,779,348,431,0
09/02/2024 15:00,711,344,367,0
09/02/2024 15:15,651,330,321,0
09/02/2024 15:30,585,324,261,0
09/02/2024 15:45,511,324,187,0
09/02/2024 16:00,431,330,101,0
09/02/2024 16:15,363,330,33,0
09/02/2024 16:30,302,354,0,52
09/02/2024 16:45,240,366,0,126
09/02/2024 17:00,150,359,0,209
09/02/2024 17:15,98,737,0,639
09/02/2024 17:30,82,973,0,891
09/02/2024 17:45,79,826,0,747
09/02/2024 18:00,71,786,0,715
09/02/2024 18:15,68,602,0,534
09/02/2024 18:30,64,436,0,372
09/02/2024 18:45,54,679,0,625
09/02/2024 19:00,56,1417,0,1361
09/02/2024 19:15,51,1425,0,1374
09/02/2024 19:30,35,972,0,937
09/02/2024 19:45,16,355,0,339
09/02/2024 20:00,3,388,0,385
09/02/2024 20:15,0,575,0,575
09/02/2024 20:30,0,462,0,462
09/02/2024 20:45,0,513,0,513
09/02/2024 21:00,0,839,0,839
09/02/2024 21:15,0,441,0,441
09/02/2024 21:30,0,438,0,438
09/02/2024 21:45,0,453,0,453
09/02/2024 22:00,0,434,0,434
09/02/2024 22:15,0,440,0,440
09/02/2024 22:30,0,834,0,834
09/02/2024 22:45,0,1102,0,1102
09/02/2024 23:00,0,765,0,765
09/02/2024 23:15,0,375,0,375
09/02/2024 23:30,0,131,0,131
09/02/2024 23:45,0,133,0,133
09/03/2024 00:00,0,136,0,136
09/03/2024 00:15,0,132,0,132
09/03/2024 00:30,0,106,0,106
09/03/2024 00:45,0,96,0,96
09/03/2024 01:00,0,98,0,98
09/03/2024 01:15,0,104,0,104
09/03/2024 01:30,0,96,0,96
09/03/2024 01:45,0,104,0,104
09/03/2024 02:00,0,114,0,114
09/03/2024 02:15,0,128,0,128
09/03/2024 02:30,0,124,0,124
09/03/2024 02:45,0,127,0,127
09/03/2024 03:00,0,92,0,92
09/03/2024 03:15,0,101,0,101
09/03/2024 03:30,0,94,0,94
09/03/2024 03:45,0,99,0,99
09/03/2024 04:00,0,93,0,93
09/03/2024 04:15,0,99,0,99
09/03/2024 04:30,0,98,0,98
09/03/2024 04:45,0,129,0,129
09/03/2024 05:00,0,121,0,121
09/03/2024 05:15,0,126,0,126
09/03/2024 05:30,0,117,0,117
09/03/2024 05:45,0,102,0,102
09/03/2024 06:00,0,102,0,102
09/03/2024 06:15,0,165,0,165
09/03/2024 06:30,0,150,0,150
09/03/2024 06:45,0,287,0,287
09/03/2024 07:00,6,174,0,168
09/03/2024 07:15,19,152,0,133
09/03/2024 07:30,34,170,0,136
09/03/2024 07:45,57,208,0,151
09/03/2024 08:00,79,149,0,70
09/03/2024 08:15,95,132,0,37
09/03/2024 08:30,391,137,254,0
09/03/2024 08:45,308,129,179,0
09/03/2024 09:00,783,136,647,0
09/03/2024 09:15,844,126,718,0
09/03/2024 09:30,942,142,800,0
09/03/2024 09:45,989,160,829,0
09/03/2024 10:00,1029,167,862,0
09/03/2024 10:15,1070,157,913,0
09/03/2024 10:30,1139,154,985,0
09/03/2024 10:45,1139,124,1015,0
09/03/2024 11:00,1129,133,996,0
09/03/2024 11:15,1136,124,1012,0
09/03/2024 11:30,1139,127,1012,0
09/03/2024 11:45,1138,125,1013,0
09/03/2024 12:00,1073,132,941,0
09/03/2024 12:15,1094,135,959,0
09/03/2024 12:30,1098,306,792,0
09/03/2024 12:45,1085,346,739,0
09/03/2024 13:00,1059,544,515,0
09/03/2024 13:15,1033,575,458,0
09/03/2024 13:30,994,399,595,0
09/03/2024 13:45,958,634,324,0
09/03/2024 14:00,909,545,364,0
09/03/2024 14:15,871,395,476,0
09/03/2024 14:30,821,429,392,0
09/03/2024 14:45,770,445,325,0
09/03/2024 15:00,715,485,230,0
09/03/2024 15:15,640,490,150,0
09/03/2024 15:30,521,502,19,0
09/03/2024 15:45,361,494,0,133
09/03/2024 16:00,432,467,0,35
09/03/2024 16:15,336,446,0,110
09/03/2024 16:30,215,438,0,223
09/03/2024 16:45,230,440,0,210
09/03/2024 17:00,156,487,0,331
09/03/2024 17:15,173,810,0,637
09/03/2024 17:30,213,887,0,674
09/03/2024 17:45,144,925,0,781
09/03/2024 18:00,109,944,0,835
09/03/2024 18:15,74,930,0,856
09/03/2024 18:30,57,839,0,782
09/03/2024 18:45,40,585,0,545
09/03/2024 19:00,24,693,0,669
09/03/2024 19:15,11,643,0,632
09/03/2024 19:30,3,524,0,521
09/03/2024 19:45,1,248,0,247
09/03/2024 20:00,0,502,0,502
09/03/2024 20:15,0,292,0,292
09/03/2024 20:30,0,276,0,276
09/03/2024 20:45,0,659,0,659
09/03/2024 21:00,0,197,0,197
09/03/2024 21:15,0,207,0,207
09/03/2024 21:30,0,253,0,253
09/03/2024 21:45,0,450,0,450
09/03/2024 22:00,0,189,0,189
09/03/2024 22:15,0,153,0,153
09/03/2024 22:30,0,163,0,163
09/03/2024 22:45,0,166,0,166
09/03/2024 23:00,0,334,0,334
09/03/2024 23:15,0,927,0,927
09/03/2024 23:30,0,599,0,599
09/03/2024 23:45,0,609,0,609
09/04/2024 00:00,0,113,0,113
09/04/2024 00:15,0,108,0,108
09/04/2024 00:30,0,112,0,112
09/04/2024 00:45,0,103,0,103
09/04/2024 01:00,0,115,0,115
09/04/2024 01:15,0,127,0,127
09/04/2024 01:30,0,137,0,137
09/04/2024 01:45,0,133,0,133
09/04/2024 02:00,0,125,0,125
09/04/2024 02:15,0,104,0,104
09/04/2024 02:30,0,103,0,103
09/04/2024 02:45,0,103,0,103
09/04/2024 03:00,0,109,0,109
09/04/2024 03:15,0,102,0,102
09/04/2024 03:30,0,103,0,103
09/04/2024 03:45,0,103,0,103
09/04/2024 04:00,0,123,0,123
09/04/2024 04:15,0,128,0,128
09/04/2024 04:30,0,129,0,129
09/04/2024 04:45,0,119,0,119
09/04/2024 05:00,0,106,0,106
09/04/2024 05:15,0,97,0,97
09/04/2024 05:30,0,103,0,103
09/04/2024 05:45,0,101,0,101
09/04/2024 06:00,0,103,0,103
09/04/2024 06:15,0,166,0,166
09/04/2024 06:30,0,131,0,131
09/04/2024 06:45,0,280,0,280
09/04/2024 07:00,0,167,0,167
09/04/2024 07:15,3,164,0,161
09/04/2024 07:30,8,184,0,176
09/04/2024 07:45,17,229,0,212
09/04/2024 08:00,35,256,0,221
09/04/2024 08:15,39,281,0,242
09/04/2024 08:30,51,643,0,592
09/04/2024 08:45,86,206,0,120
09/04/2024 09:00,127,277,0,150
09/04/2024 09:15,137,412,0,275
09/04/2024 09:30,141,198,0,57
09/04/2024 09:45,231,188,43,0
09/04/2024 10:00,254,183,71,0
09/04/2024 10:15,269,326,0,57
09/04/2024 10:30,295,329,0,34
09/04/2024 10:45,185,278,0,93
09/04/2024 11:00,248,272,0,24
09/04/2024 11:15,268,280,0,12
09/04/2024 11:30,264,285,0,21
09/04/2024 11:45,495,656,0,161
09/04/2024 12:00,949,752,197,0
09/04/2024 12:15,627,562,65,0
09/04/2024 12:30,511,332,179,0
09/04/2024 12:45,496,328,168,0
09/04/2024 13:00,429,349,80,0
09/04/2024 13:15,445,312,133,0
09/04/2024 13:30,562,249,313,0
09/04/2024 13:45,624,196,428,0
09/04/2024 14:00,499,170,329,0
09/04/2024 14:15,311,204,107,0
09/04/2024 14:30,534,192,342,0
09/04/2024 14:45,469,194,275,0
09/04/2024 15:00,415,248,167,0
09/04/2024 15:15,296,181,115,0
09/04/2024 15:30,258,223,35,0
09/04/2024 15:45,227,244,0,17
09/04/2024 16:00,218,270,0,52
09/04/2024 16:15,185,289,0,104
09/04/2024 16:30,110,291,0,181
09/04/2024 16:45,54,378,0,324
09/04/2024 17:00,52,376,0,324
09/04/2024 17:15,48,388,0,340
09/04/2024 17:30,22,403,0,381
09/04/2024 17:45,9,572,0,563
09/04/2024 18:00,15,458,0,443
09/04/2024 18:15,44,550,0,506
09/04/2024 18:30,67,513,0,446
09/04/2024 18:45,55,385,0,330
09/04/2024 19:00,30,601,0,571
09/04/2024 19:15,19,358,0,339
09/04/2024 19:30,6,367,0,361
09/04/2024 19:45,0,365,0,365
09/04/2024 20:00,0,533,0,533
09/04/2024 20:15,0,495,0,495
09/04/2024 20:30,0,172,0,172
09/04/2024 20:45,0,167,0,167
09/04/2024 21:00,0,291,0,291
09/04/2024 21:15,0,258,0,258
09/04/2024 21:30,0,446,0,446
09/04/2024 21:45,0,260,0,260
09/04/2024 22:00,0,807,0,807
09/04/2024 22:15,0,1293,0,1293
09/04/2024 22:30,0,817,0,817
09/04/2024 22:45,0,687,0,687
09/04/2024 23:00,0,219,0,219
09/04/2024 23:15,0,144,0,144
09/04/2024 23:30,0,116,0,116
09/04/2024 23:45,0,111,0,111
09/05/2024 00:00,0,174,0,174
09/05/2024 00:15,0,212,0,212
09/05/2024 00:30,0,210,0,210
09/05/2024 00:45,0,120,0,120
09/05/2024 01:00,0,95,0,95
09/05/2024 01:15,0,85,0,85
09/05/2024 01:30,0,87,0,87
09/05/2024 01:45,0,86,0,86
09/05/2024 02:00,0,82,0,82
09/05/2024 02:15,0,81,0,81
09/05/2024 02:30,0,86,0,86
09/05/2024 02:45,0,105,0,105
09/05/2024 03:00,0,111,0,111
09/05/2024 03:15,0,115,0,115
09/05/2024 03:30,0,109,0,109
09/05/2024 03:45,0,88,0,88
09/05/2024 04:00,0,84,0,84
09/05/2024 04:15,0,86,0,86
09/05/2024 04:30,0,82,0,82
09/05/2024 04:45,0,82,0,82
09/05/2024 05:00,0,82,0,82
09/05/2024 05:15,0,87,0,87
09/05/2024 05:30,0,104,0,104
09/05/2024 05:45,0,119,0,119
09/05/2024 06:00,0,146,0,146
09/05/2024 06:15,0,281,0,281
09/05/2024 06:30,0,150,0,150
09/05/2024 06:45,0,127,0,127
09/05/2024 07:00,0,124,0,124
09/05/2024 07:15,0,124,0,124
09/05/2024 07:30,0,334,0,334
09/05/2024 07:45,0,244,0,244
09/05/2024 08:00,0,193,0,193
09/05/2024 08:15,5,199,0,194
09/05/2024 08:30,9,190,0,181
09/05/2024 08:45,22,257,0,235
09/05/2024 09:00,32,187,0,155
09/05/2024 09:15,26,162,0,136
09/05/2024 09:30,22,146,0,124
09/05/2024 09:45,61,138,0,77
09/05/2024 10:00,78,141,0,63
09/05/2024 10:15,26,133,0,107
09/05/2024 10:30,35,150,0,115
09/05/2024 10:45,40,278,0,238
09/05/2024 11:00,31,295,0,264
09/05/2024 11:15,58,303,0,245
09/05/2024 11:30,81,464,0,383
09/05/2024 11:45,66,292,0,226
09/05/2024 12:00,94,203,0,109
09/05/2024 12:15,112,197,0,85
09/05/2024 12:30,59,167,0,108
09/05/2024 12:45,59,161,0,102
09/05/2024 13:00,70,188,0,118
09/05/2024 13:15,58,169,0,111
09/05/2024 13:30,128,336,0,208
09/05/2024 13:45,133,184,0,51
09/05/2024 14:00,211,142,69,0
09/05/2024 14:15,195,158,37,0
09/05/2024 14:30,206,495,0,289
09/05/2024 14:45,120,275,0,155
09/05/2024 15:00,191,280,0,89
09/05/2024 15:15,256,522,0,266
09/05/2024 15:30,187,318,0,131
09/05/2024 15:45,192,200,0,8
09/05/2024 16:00,167,496,0,329
09/05/2024 16:15,171,634,0,463
09/05/2024 16:30,152,530,0,378
09/05/2024 16:45,235,429,0,194
09/05/2024 17:00,218,185,33,0
09/05/2024 17:15,209,199,10,0
09/05/2024 17:30,190,161,29,0
09/05/2024 17:45,204,152,52,0
09/05/2024 18:00,192,151,41,0
09/05/2024 18:15,164,173,0,9
09/05/2024 18:30,166,181,0,15
09/05/2024 18:45,100,193,0,93
09/05/2024 19:00,57,393,0,336
09/05/2024 19:15,45,349,0,304
09/05/2024 19:30,29,294,0,265
09/05/2024 19:45,13,194,0,181
09/05/2024 20:00,4,134,0,130
09/05/2024 20:15,0,342,0,342
09/05/2024 20:30,0,1468,0,1468
09/05/2024 20:45,0,938,0,938
09/05/2024 21:00,0,825,0,825
09/05/2024 21:15,0,802,0,802
09/05/2024 21:30,0,159,0,159
09/05/2024 21:45,0,143,0,143
09/05/2024 22:00,0,139,0,139
09/05/2024 22:15,0,135,0,135
09/05/2024 22:30,0,130,0,130
09/05/2024 22:45,0,131,0,131
09/05/2024 23:00,0,144,0,144
09/05/2024 23:15,0,131,0,131
09/05/2024 23:30,0,130,0,130
09/05/2024 23:45,0,115,0,115
09/06/2024 00:00,0,97,0,97
09/06/2024 00:15,0,88,0,88
09/06/2024 00:30,0,88,0,88
09/06/2024 00:45,0,84,0,84
09/06/2024 01:00,0,88,0,88
09/06/2024 01:15,0,80,0,80
09/06/2024 01:30,0,87,0,87
09/06/2024 01:45,0,91,0,91
09/06/2024 02:00,0,116,0,116
09/06/2024 02:15,0,113,0,113
09/06/2024 02:30,0,115,0,115
09/06/2024 02:45,0,93,0,93
09/06/2024 03:00,0,91,0,91
09/06/2024 03:15,0,85,0,85
09/06/2024 03:30,0,83,0,83
09/06/2024 03:45,0,84,0,84
09/06/2024 04:00,0,91,0,91
09/06/2024 04:15,0,87,0,87
09/06/2024 04:30,0,87,0,87
09/06/2024 04:45,0,108,0,108
09/06/2024 05:00,0,110,0,110
09/06/2024 05:15,0,117,0,117
09/06/2024 05:30,0,118,0,118
09/06/2024 05:45,0,91,0,91
09/06/2024 06:00,0,137,0,137
09/06/2024 06:15,0,111,0,111
09/06/2024 06:30,0,260,0,260
09/06/2024 06:45,0,157,0,157
09/06/2024 07:00,0,143,0,143
09/06/2024 07:15,17,201,0,184
09/06/2024 07:30,51,195,0,144
09/06/2024 07:45,78,413,0,335
09/06/2024 08:00,111,689,0,578
09/06/2024 08:15,110,821,0,711
09/06/2024 08:30,308,1087,0,779
09/06/2024 08:45,611,216,395,0
09/06/2024 09:00,868,157,711,0
09/06/2024 09:15,998,173,825,0
09/06/2024 09:30,1030,180,850,0
09/06/2024 09:45,985,151,834,0
09/06/2024 10:00,1072,533,539,0
09/06/2024 10:15,1198,489,709,0
09/06/2024 10:30,1111,430,681,0
09/06/2024 10:45,879,368,511,0
09/06/2024 11:00,1226,283,943,0
09/06/2024 11:15,763,241,522,0
09/06/2024 11:30,1224,167,1057,0
09/06/2024 11:45,1132,213,919,0
09/06/2024 12:00,1199,495,704,0
09/06/2024 12:15,1101,711,390,0
09/06/2024 12:30,1096,394,702,0
09/06/2024 12:45,1091,321,770,0
09/06/2024 13:00,887,317,570,0
09/06/2024 13:15,821,356,465,0
09/06/2024 13:30,998,268,730,0
09/06/2024 13:45,848,157,691,0
09/06/2024 14:00,919,143,776,0
09/06/2024 14:15,880,145,735,0
09/06/2024 14:30,733,350,383,0
09/06/2024 14:45,640,1024,0,384
09/06/2024 15:00,715,639,76,0
09/06/2024 15:15,588,797,0,209
09/06/2024 15:30,512,2974,0,2462
09/06/2024 15:45,336,3024,0,2688
09/06/2024 16:00,270,3020,0,2750
09/06/2024 16:15,337,3017,0,2680
09/06/2024 16:30,239,2996,0,2757
09/06/2024 16:45,209,1258,0,1049
09/06/2024 17:00,284,152,132,0
09/06/2024 17:15,164,144,20,0
09/06/2024 17:30,118,159,0,41
09/06/2024 17:45,173,136,37,0
09/06/2024 18:00,81,136,0,55
09/06/2024 18:15,74,173,0,99
09/06/2024 18:30,109,177,0,68
09/06/2024 18:45,99,160,0,61
09/06/2024 19:00,78,158,0,80
09/06/2024 19:15,68,129,0,61
09/06/2024 19:30,36,88,0,52
09/06/2024 19:45,11,88,0,77
09/06/2024 20:00,0,86,0,86
09/06/2024 20:15,0,91,0,91
09/06/2024 20:30,0,86,0,86
09/06/2024 20:45,0,90,0,90
09/06/2024 21:00,0,88,0,88
09/06/2024 21:15,0,107,0,107
09/06/2024 21:30,0,116,0,116
09/06/2024 21:45,0,121,0,121
09/06/2024 22:00,0,110,0,110
09/06/2024 22:15,0,97,0,97
09/06/2024 22:30,0,106,0,106
09/06/2024 22:45,0,103,0,103
09/06/2024 23:00,0,105,0,105
09/06/2024 23:15,0,100,0,100
09/06/2024 23:30,0,102,0,102
09/06/2024 23:45,0,84,0,84
09/07/2024 00:00,0,84,0,84
09/07/2024 00:15,0,87,0,87
09/07/2024 00:30,0,114,0,114
09/07/2024 00:45,0,112,0,112
09/07/2024 01:00,0,113,0,113
09/07/2024 01:15,0,98,0,98
09/07/2024 01:30,0,83,0,83
09/07/2024 01:45,0,84,0,84
09/07/2024 02:00,0,90,0,90
09/07/2024 02:15,0,79,0,79
09/07/2024 02:30,0,85,0,85
09/07/2024 02:45,0,82,0,82
09/07/2024 03:00,0,87,0,87
09/07/2024 03:15,0,82,0,82
09/07/2024 03:30,0,90,0,90
09/07/2024 03:45,0,114,0,114
09/07/2024 04:00,0,113,0,113
09/07/2024 04:15,0,110,0,110
09/07/2024 04:30,0,98,0,98
09/07/2024 04:45,0,86,0,86
09/07/2024 05:00,0,82,0,82
09/07/2024 05:15,0,86,0,86
09/07/2024 05:30,0,80,0,80
09/07/2024 05:45,0,86,0,86
09/07/2024 06:00,0,83,0,83
09/07/2024 06:15,0,82,0,82
09/07/2024 06:30,0,81,0,81
09/07/2024 06:45,0,93,0,93
09/07/2024 07:00,3,110,0,107
09/07/2024 07:15,12,110,0,98
09/07/2024 07:30,22,121,0,99
09/07/2024 07:45,31,143,0,112
09/07/2024 08:00,38,123,0,85
09/07/2024 08:15,48,127,0,79
09/07/2024 08:30,512,256,256,0
09/07/2024 08:45,975,130,845,0
09/07/2024 09:00,792,125,667,0
09/07/2024 09:15,635,137,498,0
09/07/2024 09:30,922,159,763,0
09/07/2024 09:45,612,164,448,0
09/07/2024 10:00,805,166,639,0
09/07/2024 10:15,970,199,771,0
09/07/2024 10:30,1049,153,896,0
09/07/2024 10:45,1014,140,874,0
09/07/2024 11:00,1038,150,888,0
09/07/2024 11:15,968,136,832,0
09/07/2024 11:30,1055,135,920,0
09/07/2024 11:45,1213,268,945,0
09/07/2024 12:00,1185,394,791,0
09/07/2024 12:15,1168,224,944,0
09/07/2024 12:30,1142,226,916,0
09/07/2024 12:45,1107,259,848,0
09/07/2024 13:00,1082,1460,0,378
09/07/2024 13:15,1050,1919,0,869
09/07/2024 13:30,1009,2021,0,1012
09/07/2024 13:45,974,2343,0,1369
09/07/2024 14:00,941,2163,0,1222
09/07/2024 14:15,887,2011,0,1124
09/07/2024 14:30,817,1912,0,1095
09/07/2024 14:45,751,1920,0,1169
09/07/2024 15:00,682,2190,0,1508
09/07/2024 15:15,611,2776,0,2165
09/07/2024 15:30,538,1652,0,1114
09/07/2024 15:45,458,670,0,212
09/07/2024 16:00,379,134,245,0
09/07/2024 16:15,295,129,166,0
09/07/2024 16:30,221,133,88,0
09/07/2024 16:45,153,129,24,0
09/07/2024 17:00,105,132,0,27
09/07/2024 17:15,77,126,0,49
09/07/2024 17:30,70,135,0,65
09/07/2024 17:45,43,161,0,118
09/07/2024 18:00,47,155,0,108
09/07/2024 18:15,55,161,0,106
09/07/2024 18:30,58,150,0,92
09/07/2024 18:45,46,132,0,86
09/07/2024 19:00,27,129,0,102
09/07/2024 19:15,14,124,0,110
09/07/2024 19:30,6,81,0,75
09/07/2024 19:45,1,84,0,83
09/07/2024 20:00,0,81,0,81
09/07/2024 20:15,0,83,0,83
09/07/2024 20:30,0,92,0,92
09/07/2024 20:45,0,115,0,115
09/07/2024 21:00,0,110,0,110
09/07/2024 21:15,0,115,0,115
09/07/2024 21:30,0,87,0,87
09/07/2024 21:45,0,85,0,85
09/07/2024 22:00,1,84,0,83
09/07/2024 22:15,0,79,0,79
09/07/2024 22:30,0,83,0,83
09/07/2024 22:45,0,82,0,82
09/07/2024 23:00,0,84,0,84
09/07/2024 23:15,0,85,0,85
09/07/2024 23:30,0,96,0,96
09/07/2024 23:45,0,112,0,112
09/08/2024 00:00,0,116,0,116
09/08/2024 00:15,0,110,0,110
09/08/2024 00:30,0,97,0,97
09/08/2024 00:45,0,85,0,85
09/08/2024 01:00,0,85,0,85
09/08/2024 01:15,0,80,0,80
09/08/2024 01:30,0,87,0,87
09/08/2024 01:45,0,77,0,77
09/08/2024 02:00,0,85,0,85
09/08/2024 02:15,0,84,0,84
09/08/2024 02:30,0,79,0,79
09/08/2024 02:45,0,108,0,108
09/08/2024 03:00,0,110,0,110
09/08/2024 03:15,0,114,0,114
09/08/2024 03:30,0,110,0,110
09/08/2024 03:45,0,81,0,81
09/08/2024 04:00,0,82,0,82
09/08/2024 04:15,0,86,0,86
09/08/2024 04:30,0,78,0,78
09/08/2024 04:45,0,85,0,85
09/08/2024 05:00,0,81,0,81
09/08/2024 05:15,0,85,0,85
09/08/2024 05:30,0,82,0,82
09/08/2024 05:45,0,88,0,88
09/08/2024 06:00,0,110,0,110
09/08/2024 06:15,0,114,0,114
09/08/2024 06:30,0,111,0,111
09/08/2024 06:45,0,100,0,100
09/08/2024 07:00,0,83,0,83
09/08/2024 07:15,3,80,0,77
09/08/2024 07:30,5,98,0,93
09/08/2024 07:45,26,120,0,94
09/08/2024 08:00,60,125,0,65
09/08/2024 08:15,105,127,0,22
09/08/2024 08:30,153,126,27,0
09/08/2024 08:45,126,129,0,3
09/08/2024 09:00,77,140,0,63
09/08/2024 09:15,80,154,0,74
09/08/2024 09:30,126,156,0,30
09/08/2024 09:45,88,155,0,67
09/08/2024 10:00,80,137,0,57
09/08/2024 10:15,49,127,0,78
09/08/2024 10:30,55,124,0,69
09/08/2024 10:45,36,128,0,92
09/08/2024 11:00,58,123,0,65
09/08/2024 11:15,137,122,15,0
09/08/2024 11:30,128,124,4,0
09/08/2024 11:45,83,130,0,47
09/08/2024 12:00,77,119,0,42
09/08/2024 12:15,168,147,21,0
09/08/2024 12:30,341,151,190,0
09/08/2024 12:45,257,159,98,0
09/08/2024 13:00,266,151,115,0
09/08/2024 13:15,160,140,20,0
09/08/2024 13:30,77,121,0,44
