Date/Heure,Énergie produite (Wh),Énergie consommée (Wh),Exportée vers le réseau (Wh),Importée depuis le réseau (Wh)
10/12/2024 15:45,48,313,0,265
10/12/2024 16:00,43,613,0,570
10/12/2024 16:15,48,341,0,293
10/12/2024 16:30,47,671,0,624
10/12/2024 16:45,66,333,0,267
10/12/2024 17:00,40,262,0,222
10/12/2024 17:15,27,342,0,315
10/12/2024 17:30,12,435,0,423
10/12/2024 17:45,26,566,0,540
10/12/2024 18:00,6,1189,0,1183
10/12/2024 18:15,0,1338,0,1338
10/12/2024 18:30,0,918,0,918
10/12/2024 18:45,0,515,0,515
10/12/2024 19:00,0,925,0,925
10/12/2024 19:15,0,1000,0,1000
10/12/2024 19:30,0,599,0,599
10/12/2024 19:45,0,165,0,165
10/12/2024 20:00,0,166,0,166
10/12/2024 20:15,0,309,0,309
10/12/2024 20:30,0,358,0,358
10/12/2024 20:45,0,338,0,338
10/12/2024 21:00,0,498,0,498
10/12/2024 21:15,0,544,0,544
10/12/2024 21:30,0,177,0,177
10/12/2024 21:45,0,539,0,539
10/12/2024 22:00,0,637,0,637
10/12/2024 22:15,0,642,0,642
10/12/2024 22:30,0,551,0,551
10/12/2024 22:45,0,293,0,293
10/12/2024 23:00,0,398,0,398
10/12/2024 23:15,0,139,0,139
10/12/2024 23:30,0,542,0,542
10/12/2024 23:45,0,128,0,128
10/13/2024 00:00,0,137,0,137
10/13/2024 00:15,0,128,0,128
10/13/2024 00:30,0,184,0,184
10/13/2024 00:45,0,499,0,499
10/13/2024 01:00,0,372,0,372
10/13/2024 01:15,0,352,0,352
10/13/2024 01:30,0,119,0,119
10/13/2024 01:45,0,127,0,127
10/13/2024 02:00,0,126,0,126
10/13/2024 02:15,0,124,0,124
10/13/2024 02:30,0,128,0,128
10/13/2024 02:45,0,326,0,326
10/13/2024 03:00,0,400,0,400
10/13/2024 03:15,0,295,0,295
10/13/2024 03:30,0,136,0,136
10/13/2024 03:45,0,118,0,118
10/13/2024 04:00,0,248,0,248
10/13/2024 04:15,0,201,0,201
10/13/2024 04:30,0,196,0,196
10/13/2024 04:45,0,122,0,122
10/13/2024 05:00,0,130,0,130
10/13/2024 05:15,0,158,0,158
10/13/2024 05:30,0,152,0,152
10/13/2024 05:45,0,135,0,135
10/13/2024 06:00,0,127,0,127
10/13/2024 06:15,0,134,0,134
10/13/2024 06:30,0,132,0,132
10/13/2024 06:45,0,136,0,136
10/13/2024 07:00,0,253,0,253
10/13/2024 07:15,0,156,0,156
10/13/2024 07:30,0,584,0,584
10/13/2024 07:45,0,855,0,855
10/13/2024 08:00,0,707,0,707
10/13/2024 08:15,8,195,0,187
10/13/2024 08:30,9,240,0,231
10/13/2024 08:45,29,183,0,154
10/13/2024 09:00,51,203,0,152
10/13/2024 09:15,27,176,0,149
10/13/2024 09:30,30,756,0,726
10/13/2024 09:45,37,445,0,408
10/13/2024 10:00,38,761,0,723
10/13/2024 10:15,77,650,0,573
10/13/2024 10:30,61,785,0,724
10/13/2024 10:45,19,402,0,383
10/13/2024 11:00,26,453,0,427
10/13/2024 11:15,53,296,0,243
10/13/2024 11:30,57,357,0,300
10/13/2024 11:45,78,351,0,273
10/13/2024 12:00,121,356,0,235
10/13/2024 12:15,365,293,72,0
10/13/2024 12:30,309,403,0,94
10/13/2024 12:45,219,167,52,0
10/13/2024 13:00,246,176,70,0
10/13/2024 13:15,238,215,23,0
10/13/2024 13:30,319,298,21,0
10/13/2024 13:45,486,262,224,0
10/13/2024 14:00,497,234,263,0
10/13/2024 14:15,854,238,616,0
10/13/2024 14:30,679,492,187,0
10/13/2024 14:45,570,267,303,0
10/13/2024 15:00,517,252,265,0
10/13/2024 15:15,501,635,0,134
10/13/2024 15:30,403,317,86,0
10/13/2024 15:45,282,221,61,0
10/13/2024 16:00,233,233,0,0
10/13/2024 16:15,186,200,0,14
10/13/2024 16:30,160,337,0,177
10/13/2024 16:45,132,280,0,148
10/13/2024 17:00,112,285,0,173
10/13/2024 17:15,95,404,0,309
10/13/2024 17:30,77,1064,0,987
10/13/2024 17:45,69,1673,0,1604
10/13/2024 18:00,51,1007,0,956
10/13/2024 18:15,32,600,0,568
10/13/2024 18:30,16,349,0,333
10/13/2024 18:45,3,321,0,318
10/13/2024 19:00,0,474,0,474
10/13/2024 19:15,0,418,0,418
10/13/2024 19:30,0,386,0,386
10/13/2024 19:45,0,466,0,466
10/13/2024 20:00,0,1508,0,1508
10/13/2024 20:15,0,918,0,918
10/13/2024 20:30,0,829,0,829
10/13/2024 20:45,0,875,0,875
10/13/2024 21:00,0,595,0,595
10/13/2024 21:15,0,328,0,328
10/13/2024 21:30,0,193,0,193
10/13/2024 21:45,0,166,0,166
10/13/2024 22:00,0,210,0,210
10/13/2024 22:15,0,156,0,156
10/13/2024 22:30,0,336,0,336
10/13/2024 22:45,0,504,0,504
10/13/2024 23:00,0,178,0,178
10/13/2024 23:15,0,184,0,184
10/13/2024 23:30,0,149,0,149
10/13/2024 23:45,0,133,0,133
10/14/2024 00:00,0,151,0,151
10/14/2024 00:15,0,191,0,191
10/14/2024 00:30,0,351,0,351
10/14/2024 00:45,0,166,0,166
10/14/2024 01:00,0,100,0,100
10/14/2024 01:15,0,128,0,128
10/14/2024 01:30,0,128,0,128
10/14/2024 01:45,0,113,0,113
10/14/2024 02:00,0,248,0,248
10/14/2024 02:15,0,435,0,435
10/14/2024 02:30,0,338,0,338
10/14/2024 02:45,0,344,0,344
10/14/2024 03:00,0,146,0,146
10/14/2024 03:15,0,118,0,118
10/14/2024 03:30,0,146,0,146
10/14/2024 03:45,0,359,0,359
10/14/2024 04:00,0,384,0,384
10/14/2024 04:15,0,367,0,367
10/14/2024 04:30,0,335,0,335
10/14/2024 04:45,0,206,0,206
10/14/2024 05:00,0,117,0,117
10/14/2024 05:15,0,117,0,117
10/14/2024 05:30,0,233,0,233
10/14/2024 05:45,0,353,0,353
10/14/2024 06:00,0,363,0,363
10/14/2024 06:15,0,427,0,427
10/14/2024 06:30,0,434,0,434
10/14/2024 06:45,0,830,0,830
10/14/2024 07:00,0,1350,0,1350
10/14/2024 07:15,0,1250,0,1250
10/14/2024 07:30,0,1161,0,1161
10/14/2024 07:45,0,447,0,447
10/14/2024 08:00,0,960,0,960
10/14/2024 08:15,3,303,0,300
10/14/2024 08:30,11,164,0,153
10/14/2024 08:45,12,141,0,129
10/14/2024 09:00,28,140,0,112
10/14/2024 09:15,23,137,0,114
10/14/2024 09:30,36,144,0,108
10/14/2024 09:45,54,137,0,83
10/14/2024 10:00,35,138,0,103
10/14/2024 10:15,51,230,0,179
10/14/2024 10:30,74,488,0,414
10/14/2024 10:45,126,187,0,61
10/14/2024 11:00,182,155,27,0
10/14/2024 11:15,178,143,35,0
10/14/2024 11:30,119,132,0,13
10/14/2024 11:45,86,146,0,60
10/14/2024 12:00,99,145,0,46
10/14/2024 12:15,176,143,33,0
10/14/2024 12:30,278,143,135,0
10/14/2024 12:45,358,175,183,0
10/14/2024 13:00,387,159,228,0
10/14/2024 13:15,326,166,160,0
10/14/2024 13:30,350,145,205,0
10/14/2024 13:45,373,146,227,0
10/14/2024 14:00,285,145,140,0
10/14/2024 14:15,250,140,110,0
10/14/2024 14:30,294,150,144,0
10/14/2024 14:45,296,120,176,0
10/14/2024 15:00,333,150,183,0
10/14/2024 15:15,417,224,193,0
10/14/2024 15:30,322,199,123,0
10/14/2024 15:45,251,189,62,0
10/14/2024 16:00,201,167,34,0
10/14/2024 16:15,195,160,35,0
10/14/2024 16:30,142,131,11,0
10/14/2024 16:45,126,170,0,44
10/14/2024 17:00,126,388,0,262
10/14/2024 17:15,108,561,0,453
10/14/2024 17:30,58,610,0,552
10/14/2024 17:45,44,858,0,814
10/14/2024 18:00,28,340,0,312
10/14/2024 18:15,28,316,0,288
10/14/2024 18:30,7,534,0,527
10/14/2024 18:45,0,370,0,370
10/14/2024 19:00,0,1001,0,1001
10/14/2024 19:15,0,802,0,802
10/14/2024 19:30,0,1218,0,1218
10/14/2024 19:45,0,743,0,743
10/14/2024 20:00,0,677,0,677
10/14/2024 20:15,0,287,0,287
10/14/2024 20:30,0,213,0,213
10/14/2024 20:45,0,427,0,427
10/14/2024 21:00,0,573,0,573
10/14/2024 21:15,0,309,0,309
10/14/2024 21:30,0,597,0,597
10/14/2024 21:45,0,285,0,285
10/14/2024 22:00,0,261,0,261
10/14/2024 22:15,0,190,0,190
10/14/2024 22:30,0,190,0,190
10/14/2024 22:45,0,159,0,159
10/14/2024 23:00,0,125,0,125
10/14/2024 23:15,0,128,0,128
10/14/2024 23:30,0,125,0,125
10/14/2024 23:45,0,121,0,121
10/15/2024 00:00,0,120,0,120
10/15/2024 00:15,0,112,0,112
10/15/2024 00:30,0,139,0,139
10/15/2024 00:45,0,135,0,135
10/15/2024 01:00,0,124,0,124
10/15/2024 01:15,0,106,0,106
10/15/2024 01:30,0,110,0,110
10/15/2024 01:45,0,106,0,106
10/15/2024 02:00,0,101,0,101
10/15/2024 02:15,0,105,0,105
10/15/2024 02:30,0,106,0,106
10/15/2024 02:45,0,115,0,115
10/15/2024 03:00,0,135,0,135
10/15/2024 03:15,0,139,0,139
10/15/2024 03:30,0,124,0,124
10/15/2024 03:45,0,110,0,110
10/15/2024 04:00,0,115,0,115
10/15/2024 04:15,0,105,0,105
10/15/2024 04:30,0,118,0,118
10/15/2024 04:45,0,108,0,108
10/15/2024 05:00,0,115,0,115
10/15/2024 05:15,0,109,0,109
10/15/2024 05:30,0,143,0,143
10/15/2024 05:45,0,140,0,140
10/15/2024 06:00,0,134,0,134
10/15/2024 06:15,0,118,0,118
10/15/2024 06:30,0,194,0,194
10/15/2024 06:45,0,645,0,645
10/15/2024 07:00,0,466,0,466
10/15/2024 07:15,0,622,0,622
10/15/2024 07:30,0,821,0,821
10/15/2024 07:45,0,1032,0,1032
10/15/2024 08:00,0,1474,0,1474
10/15/2024 08:15,1,663,0,662
10/15/2024 08:30,0,432,0,432
10/15/2024 08:45,24,410,0,386
10/15/2024 09:00,56,541,0,485
10/15/2024 09:15,61,363,0,302
10/15/2024 09:30,54,276,0,222
10/15/2024 09:45,48,383,0,335
10/15/2024 10:00,77,651,0,574
10/15/2024 10:15,126,326,0,200
10/15/2024 10:30,182,146,36,0
10/15/2024 10:45,285,147,138,0
10/15/2024 11:00,411,143,268,0
10/15/2024 11:15,398,146,252,0
10/15/2024 11:30,400,128,272,0
10/15/2024 11:45,895,155,740,0
10/15/2024 12:00,916,174,742,0
10/15/2024 12:15,771,172,599,0
10/15/2024 12:30,561,188,373,0
10/15/2024 12:45,259,138,121,0
10/15/2024 13:00,264,159,105,0
10/15/2024 13:15,599,133,466,0
10/15/2024 13:30,726,136,590,0
10/15/2024 13:45,683,156,527,0
10/15/2024 14:00,483,172,311,0
10/15/2024 14:15,572,172,400,0
10/15/2024 14:30,671,152,519,0
10/15/2024 14:45,621,124,497,0
10/15/2024 15:00,519,147,372,0
10/15/2024 15:15,390,143,247,0
10/15/2024 15:30,340,146,194,0
10/15/2024 15:45,272,141,131,0
10/15/2024 16:00,201,151,50,0
10/15/2024 16:15,150,174,0,24
10/15/2024 16:30,113,165,0,52
10/15/2024 16:45,89,200,0,111
10/15/2024 17:00,73,174,0,101
10/15/2024 17:15,63,174,0,111
10/15/2024 17:30,56,198,0,142
10/15/2024 17:45,37,302,0,265
10/15/2024 18:00,24,235,0,211
10/15/2024 18:15,10,1004,0,994
10/15/2024 18:30,2,2829,0,2827
10/15/2024 18:45,0,2651,0,2651
10/15/2024 19:00,0,2635,0,2635
10/15/2024 19:15,0,2525,0,2525
10/15/2024 19:30,0,2247,0,2247
10/15/2024 19:45,0,2052,0,2052
10/15/2024 20:00,0,2104,0,2104
10/15/2024 20:15,0,2334,0,2334
10/15/2024 20:30,0,2121,0,2121
10/15/2024 20:45,0,2101,0,2101
10/15/2024 21:00,0,2508,0,2508
10/15/2024 21:15,0,1988,0,1988
10/15/2024 21:30,0,2010,0,2010
10/15/2024 21:45,0,742,0,742
10/15/2024 22:00,0,220,0,220
10/15/2024 22:15,0,197,0,197
10/15/2024 22:30,0,210,0,210
10/15/2024 22:45,0,234,0,234
10/15/2024 23:00,0,126,0,126
10/15/2024 23:15,0,123,0,123
10/15/2024 23:30,0,160,0,160
10/15/2024 23:45,0,186,0,186
10/16/2024 00:00,0,92,0,92
10/16/2024 00:15,0,97,0,97
10/16/2024 00:30,0,180,0,180
10/16/2024 00:45,0,171,0,171
10/16/2024 01:00,0,114,0,114
10/16/2024 01:15,0,136,0,136
10/16/2024 01:30,0,212,0,212
10/16/2024 01:45,0,167,0,167
10/16/2024 02:00,0,102,0,102
10/16/2024 02:15,0,117,0,117
10/16/2024 02:30,0,197,0,197
10/16/2024 02:45,0,153,0,153
10/16/2024 03:00,0,103,0,103
10/16/2024 03:15,0,130,0,130
10/16/2024 03:30,0,223,0,223
10/16/2024 03:45,0,170,0,170
10/16/2024 04:00,0,123,0,123
10/16/2024 04:15,0,142,0,142
10/16/2024 04:30,0,194,0,194
10/16/2024 04:45,0,134,0,134
10/16/2024 05:00,0,102,0,102
10/16/2024 05:15,0,103,0,103
10/16/2024 05:30,0,107,0,107
10/16/2024 05:45,0,108,0,108
10/16/2024 06:00,0,255,0,255
10/16/2024 06:15,0,613,0,613
10/16/2024 06:30,0,872,0,872
10/16/2024 06:45,0,1017,0,1017
10/16/2024 07:00,0,720,0,720
10/16/2024 07:15,0,511,0,511
10/16/2024 07:30,0,654,0,654
10/16/2024 07:45,0,853,0,853
10/16/2024 08:00,0,1475,0,1475
10/16/2024 08:15,3,944,0,941
10/16/2024 08:30,9,676,0,667
10/16/2024 08:45,19,697,0,678
10/16/2024 09:00,29,594,0,565
10/16/2024 09:15,38,455,0,417
10/16/2024 09:30,133,295,0,162
10/16/2024 09:45,99,272,0,173
10/16/2024 10:00,64,246,0,182
10/16/2024 10:15,86,195,0,109
10/16/2024 10:30,102,181,0,79
10/16/2024 10:45,98,178,0,80
10/16/2024 11:00,172,152,20,0
10/16/2024 11:15,558,155,403,0
10/16/2024 11:30,653,159,494,0
10/16/2024 11:45,342,792,0,450
10/16/2024 12:00,804,434,370,0
10/16/2024 12:15,746,381,365,0
10/16/2024 12:30,1117,324,793,0
10/16/2024 12:45,934,199,735,0
10/16/2024 13:00,404,236,168,0
10/16/2024 13:15,283,520,0,237
10/16/2024 13:30,165,226,0,61
10/16/2024 13:45,190,297,0,107
10/16/2024 14:00,186,757,0,571
10/16/2024 14:15,199,389,0,190
10/16/2024 14:30,339,320,19,0
10/16/2024 14:45,516,351,165,0
10/16/2024 15:00,463,350,113,0
10/16/2024 15:15,370,279,91,0
10/16/2024 15:30,391,340,51,0
10/16/2024 15:45,267,230,37,0
10/16/2024 16:00,236,192,44,0
10/16/2024 16:15,139,183,0,44
10/16/2024 16:30,59,189,0,130
10/16/2024 16:45,77,211,0,134
10/16/2024 17:00,57,207,0,150
10/16/2024 17:15,60,224,0,164
10/16/2024 17:30,50,177,0,127
10/16/2024 17:45,33,179,0,146
10/16/2024 18:00,22,237,0,215
10/16/2024 18:15,9,217,0,208
10/16/2024 18:30,3,182,0,179
10/16/2024 18:45,0,480,0,480
10/16/2024 19:00,0,517,0,517
10/16/2024 19:15,0,201,0,201
10/16/2024 19:30,0,148,0,148
10/16/2024 19:45,0,177,0,177
10/16/2024 20:00,0,141,0,141
10/16/2024 20:15,0,133,0,133
10/16/2024 20:30,0,192,0,192
10/16/2024 20:45,0,157,0,157
10/16/2024 21:00,0,569,0,569
10/16/2024 21:15,0,328,0,328
10/16/2024 21:30,0,603,0,603
10/16/2024 21:45,0,745,0,745
10/16/2024 22:00,0,1864,0,1864
10/16/2024 22:15,0,908,0,908
10/16/2024 22:30,0,928,0,928
10/16/2024 22:45,0,254,0,254
10/16/2024 23:00,0,245,0,245
10/16/2024 23:15,0,153,0,153
10/16/2024 23:30,0,146,0,146
10/16/2024 23:45,0,187,0,187
10/17/2024 00:00,0,148,0,148
10/17/2024 00:15,0,131,0,131
10/17/2024 00:30,0,107,0,107
10/17/2024 00:45,0,113,0,113
10/17/2024 01:00,0,108,0,108
10/17/2024 01:15,0,104,0,104
10/17/2024 01:30,0,112,0,112
10/17/2024 01:45,0,108,0,108
10/17/2024 02:00,0,223,0,223
10/17/2024 02:15,0,195,0,195
10/17/2024 02:30,0,124,0,124
10/17/2024 02:45,0,102,0,102
10/17/2024 03:00,0,94,0,94
10/17/2024 03:15,0,90,0,90
10/17/2024 03:30,0,90,0,90
10/17/2024 03:45,0,93,0,93
10/17/2024 04:00,0,95,0,95
10/17/2024 04:15,0,90,0,90
10/17/2024 04:30,0,89,0,89
10/17/2024 04:45,0,119,0,119
10/17/2024 05:00,0,118,0,118
10/17/2024 05:15,0,108,0,108
10/17/2024 05:30,0,95,0,95
10/17/2024 05:45,0,91,0,91
10/17/2024 06:00,0,129,0,129
10/17/2024 06:15,0,130,0,130
10/17/2024 06:30,0,137,0,137
10/17/2024 06:45,0,282,0,282
10/17/2024 07:00,0,153,0,153
10/17/2024 07:15,0,146,0,146
10/17/2024 07:30,0,366,0,366
10/17/2024 07:45,0,699,0,699
10/17/2024 08:00,0,1250,0,1250
10/17/2024 08:15,0,931,0,931
10/17/2024 08:30,1,552,0,551
10/17/2024 08:45,11,300,0,289
10/17/2024 09:00,18,464,0,446
10/17/2024 09:15,27,525,0,498
10/17/2024 09:30,44,171,0,127
10/17/2024 09:45,38,131,0,93
10/17/2024 10:00,81,118,0,37
10/17/2024 10:15,72,126,0,54
10/17/2024 10:30,94,125,0,31
10/17/2024 10:45,85,130,0,45
10/17/2024 11:00,68,126,0,58
10/17/2024 11:15,126,132,0,6
10/17/2024 11:30,108,141,0,33
10/17/2024 11:45,58,158,0,100
10/17/2024 12:00,165,143,22,0
10/17/2024 12:15,204,126,78,0
10/17/2024 12:30,250,127,123,0
10/17/2024 12:45,363,127,236,0
10/17/2024 13:00,445,145,300,0
10/17/2024 13:15,439,202,237,0
10/17/2024 13:30,232,151,81,0
10/17/2024 13:45,501,149,352,0
10/17/2024 14:00,608,171,437,0
10/17/2024 14:15,366,208,158,0
10/17/2024 14:30,217,168,49,0
10/17/2024 14:45,183,127,56,0
10/17/2024 15:00,225,140,85,0
10/17/2024 15:15,227,147,80,0
10/17/2024 15:30,221,151,70,0
10/17/2024 15:45,234,150,84,0
10/17/2024 16:00,127,150,0,23
10/17/2024 16:15,55,145,0,90
10/17/2024 16:30,69,160,0,91
10/17/2024 16:45,70,182,0,112
10/17/2024 17:00,197,193,4,0
10/17/2024 17:15,77,166,0,89
10/17/2024 17:30,25,173,0,148
10/17/2024 17:45,10,174,0,164
10/17/2024 18:00,8,160,0,152
10/17/2024 18:15,3,361,0,358
10/17/2024 18:30,1,492,0,491
10/17/2024 18:45,0,468,0,468
10/17/2024 19:00,0,505,0,505
10/17/2024 19:15,0,269,0,269
10/17/2024 19:30,0,166,0,166
10/17/2024 19:45,0,237,0,237
10/17/2024 20:00,0,461,0,461
10/17/2024 20:15,0,350,0,350
10/17/2024 20:30,0,441,0,441
10/17/2024 20:45,0,582,0,582
10/17/2024 21:00,0,399,0,399
10/17/2024 21:15,0,183,0,183
10/17/2024 21:30,0,169,0,169
10/17/2024 21:45,0,166,0,166
10/17/2024 22:00,0,162,0,162
10/17/2024 22:15,0,141,0,141
10/17/2024 22:30,0,145,0,145
10/17/2024 22:45,0,154,0,154
10/17/2024 23:00,0,143,0,143
10/17/2024 23:15,0,131,0,131
10/17/2024 23:30,0,164,0,164
10/17/2024 23:45,0,230,0,230
10/18/2024 00:00,0,236,0,236
10/18/2024 00:15,0,208,0,208
10/18/2024 00:30,0,108,0,108
10/18/2024 00:45,0,118,0,118
10/18/2024 01:00,0,135,0,135
10/18/2024 01:15,0,142,0,142
10/18/2024 01:30,0,125,0,125
10/18/2024 01:45,0,103,0,103
10/18/2024 02:00,0,112,0,112
10/18/2024 02:15,0,108,0,108
10/18/2024 02:30,0,109,0,109
10/18/2024 02:45,0,110,0,110
10/18/2024 03:00,0,166,0,166
10/18/2024 03:15,0,245,0,245
10/18/2024 03:30,0,360,0,360
10/18/2024 03:45,0,135,0,135
10/18/2024 04:00,0,116,0,116
10/18/2024 04:15,0,115,0,115
10/18/2024 04:30,0,108,0,108
10/18/2024 04:45,0,114,0,114
10/18/2024 05:00,0,111,0,111
10/18/2024 05:15,0,113,0,113
10/18/2024 05:30,0,286,0,286
10/18/2024 05:45,0,323,0,323
10/18/2024 06:00,0,409,0,409
10/18/2024 06:15,0,397,0,397
10/18/2024 06:30,0,454,0,454
10/18/2024 06:45,0,776,0,776
10/18/2024 07:00,0,1367,0,1367
10/18/2024 07:15,0,1206,0,1206
10/18/2024 07:30,0,647,0,647
10/18/2024 07:45,0,436,0,436
10/18/2024 08:00,0,513,0,513
10/18/2024 08:15,0,431,0,431
10/18/2024 08:30,11,212,0,201
10/18/2024 08:45,23,183,0,160
10/18/2024 09:00,46,202,0,156
10/18/2024 09:15,75,215,0,140
10/18/2024 09:30,59,240,0,181
10/18/2024 09:45,52,452,0,400
10/18/2024 10:00,51,343,0,292
10/18/2024 10:15,54,346,0,292
10/18/2024 10:30,61,364,0,303
10/18/2024 10:45,60,452,0,392
10/18/2024 11:00,45,460,0,415
10/18/2024 11:15,53,608,0,555
10/18/2024 11:30,70,472,0,402
10/18/2024 11:45,70,256,0,186
10/18/2024 12:00,118,400,0,282
10/18/2024 12:15,135,531,0,396
10/18/2024 12:30,133,524,0,391
10/18/2024 12:45,192,333,0,141
10/18/2024 13:00,395,312,83,0
10/18/2024 13:15,638,268,370,0
10/18/2024 13:30,469,792,0,323
10/18/2024 13:45,462,566,0,104
10/18/2024 14:00,670,529,141,0
10/18/2024 14:15,762,1345,0,583
10/18/2024 14:30,492,626,0,134
10/18/2024 14:45,720,178,542,0
10/18/2024 15:00,630,185,445,0
10/18/2024 15:15,433,253,180,0
10/18/2024 15:30,350,225,125,0
10/18/2024 15:45,271,152,119,0
10/18/2024 16:00,175,149,26,0
10/18/2024 16:15,103,150,0,47
10/18/2024 16:30,66,162,0,96
10/18/2024 16:45,65,155,0,90
10/18/2024 17:00,80,180,0,100
10/18/2024 17:15,64,210,0,146
10/18/2024 17:30,48,165,0,117
10/18/2024 17:45,40,165,0,125
10/18/2024 18:00,27,399,0,372
10/18/2024 18:15,8,705,0,697
10/18/2024 18:30,2,360,0,358
10/18/2024 18:45,0,367,0,367
10/18/2024 19:00,0,212,0,212
10/18/2024 19:15,0,127,0,127
10/18/2024 19:30,0,118,0,118
10/18/2024 19:45,0,118,0,118
10/18/2024 20:00,0,372,0,372
10/18/2024 20:15,0,554,0,554
10/18/2024 20:30,0,304,0,304
10/18/2024 20:45,0,419,0,419
10/18/2024 21:00,0,272,0,272
10/18/2024 21:15,0,241,0,241
10/18/2024 21:30,0,329,0,329
10/18/2024 21:45,0,356,0,356
10/18/2024 22:00,0,148,0,148
10/18/2024 22:15,0,152,0,152
10/18/2024 22:30,0,152,0,152
10/18/2024 22:45,0,108,0,108
10/18/2024 23:00,0,256,0,256
10/18/2024 23:15,0,328,0,328
10/18/2024 23:30,0,173,0,173
10/18/2024 23:45,0,158,0,158
10/19/2024 00:00,0,192,0,192
10/19/2024 00:15,0,194,0,194
10/19/2024 00:30,0,234,0,234
10/19/2024 00:45,0,243,0,243
10/19/2024 01:00,0,555,0,555
10/19/2024 01:15,0,471,0,471
10/19/2024 01:30,0,312,0,312
10/19/2024 01:45,0,359,0,359
10/19/2024 02:00,0,422,0,422
10/19/2024 02:15,0,430,0,430
10/19/2024 02:30,0,347,0,347
10/19/2024 02:45,0,346,0,346
10/19/2024 03:00,0,191,0,191
10/19/2024 03:15,0,236,0,236
10/19/2024 03:30,0,162,0,162
10/19/2024 03:45,0,253,0,253
10/19/2024 04:00,0,379,0,379
10/19/2024 04:15,0,469,0,469
10/19/2024 04:30,0,312,0,312
10/19/2024 04:45,0,265,0,265
10/19/2024 05:00,0,356,0,356
10/19/2024 05:15,0,369,0,369
10/19/2024 05:30,0,146,0,146
10/19/2024 05:45,0,108,0,108
10/19/2024 06:00,0,348,0,348
10/19/2024 06:15,0,451,0,451
10/19/2024 06:30,0,413,0,413
10/19/2024 06:45,0,359,0,359
10/19/2024 07:00,0,428,0,428
10/19/2024 07:15,0,373,0,373
10/19/2024 07:30,0,473,0,473
10/19/2024 07:45,0,337,0,337
10/19/2024 08:00,1,359,0,358
10/19/2024 08:15,10,467,0,457
10/19/2024 08:30,24,669,0,645
10/19/2024 08:45,34,641,0,607
10/19/2024 09:00,96,427,0,331
10/19/2024 09:15,150,738,0,588
10/19/2024 09:30,149,567,0,418
10/19/2024 09:45,304,1254,0,950
10/19/2024 10:00,693,694,0,1
10/19/2024 10:15,621,598,23,0
10/19/2024 10:30,198,218,0,20
10/19/2024 10:45,175,164,11,0
10/19/2024 11:00,143,157,0,14
10/19/2024 11:15,138,157,0,19
10/19/2024 11:30,116,127,0,11
10/19/2024 11:45,129,121,8,0
10/19/2024 12:00,122,131,0,9
10/19/2024 12:15,161,128,33,0
10/19/2024 12:30,120,125,0,5
10/19/2024 12:45,132,134,0,2
10/19/2024 13:00,131,133,0,2
10/19/2024 13:15,122,121,1,0
10/19/2024 13:30,107,160,0,53
10/19/2024 13:45,111,164,0,53
10/19/2024 14:00,142,156,0,14
10/19/2024 14:15,128,133,0,5
10/19/2024 14:30,153,133,20,0
10/19/2024 14:45,232,120,112,0
10/19/2024 15:00,228,132,96,0
10/19/2024 15:15,223,132,91,0
10/19/2024 15:30,243,136,107,0
10/19/2024 15:45,168,128,40,0
10/19/2024 16:00,165,138,27,0
10/19/2024 16:15,118,155,0,37
10/19/2024 16:30,127,147,0,20
10/19/2024 16:45,111,165,0,54
10/19/2024 17:00,91,137,0,46
10/19/2024 17:15,89,130,0,41
10/19/2024 17:30,67,137,0,70
10/19/2024 17:45,61,133,0,72
10/19/2024 18:00,22,109,0,87
10/19/2024 18:15,12,98,0,86
10/19/2024 18:30,1,96,0,95
10/19/2024 18:45,0,97,0,97
10/19/2024 19:00,0,375,0,375
10/19/2024 19:15,0,972,0,972
10/19/2024 19:30,0,477,0,477
10/19/2024 19:45,0,417,0,417
10/19/2024 20:00,0,429,0,429
10/19/2024 20:15,0,394,0,394
10/19/2024 20:30,0,187,0,187
10/19/2024 20:45,0,299,0,299
10/19/2024 21:00,0,579,0,579
10/19/2024 21:15,0,398,0,398
10/19/2024 21:30,0,350,0,350
10/19/2024 21:45,0,372,0,372
10/19/2024 22:00,0,242,0,242
10/19/2024 22:15,0,98,0,98
10/19/2024 22:30,0,92,0,92
10/19/2024 22:45,0,105,0,105
10/19/2024 23:00,0,123,0,123
10/19/2024 23:15,0,118,0,118
10/19/2024 23:30,0,355,0,355
10/19/2024 23:45,0,342,0,342
10/20/2024 00:00,0,211,0,211
10/20/2024 00:15,0,111,0,111
10/20/2024 00:30,0,129,0,129
10/20/2024 00:45,0,137,0,137
10/20/2024 01:00,0,229,0,229
10/20/2024 01:15,0,372,0,372
10/20/2024 01:30,0,355,0,355
10/20/2024 01:45,0,208,0,208
10/20/2024 02:00,0,114,0,114
10/20/2024 02:15,0,134,0,134
10/20/2024 02:30,0,140,0,140
10/20/2024 02:45,0,179,0,179
10/20/2024 03:00,0,261,0,261
10/20/2024 03:15,0,228,0,228
10/20/2024 03:30,0,343,0,343
10/20/2024 03:45,0,351,0,351
10/20/2024 04:00,0,189,0,189
10/20/2024 04:15,0,387,0,387
10/20/2024 04:30,0,310,0,310
10/20/2024 04:45,0,112,0,112
10/20/2024 05:00,0,110,0,110
10/20/2024 05:15,0,157,0,157
10/20/2024 05:30,0,352,0,352
10/20/2024 05:45,0,395,0,395
10/20/2024 06:00,0,376,0,376
